,juror,country,fight,role,score,participant,problem,round,fightName
0,Alberto Rolandi,Slovenia,1,Rep,7.0,Rok Grgic MeskoandMaks Repse,13. Chaotic Magnetic Pendulum,1,Selective Fight 1| Room Room 4| Round 1
376,Oscar Mauricio Pimentel Díaz,Netherlands,2,Opp,7.0,Antoni Skoczypiec,13. Chaotic Magnetic Pendulum,3,Selective Fight 2| Room Room 5| Round 3
377,Oscar Mauricio Pimentel Díaz,Denmark,2,Mod,9.0,Joachim Hermansen,13. Chaotic Magnetic Pendulum,3,Selective Fight 2| Room Room 5| Round 3
378,Pawel Szczypkowski,Croatia,2,Rep,5.0,Iskra Hrncic,13. Chaotic Magnetic Pendulum,3,Selective Fight 2| Room Room 5| Round 3
379,Pawel Szczypkowski,Netherlands,2,Opp,6.0,Antoni Skoczypiec,13. Chaotic Magnetic Pendulum,3,Selective Fight 2| Room Room 5| Round 3
380,Pawel Szczypkowski,Denmark,2,Mod,9.0,Joachim Hermansen,13. Chaotic Magnetic Pendulum,3,Selective Fight 2| Room Room 5| Round 3
381,Pierre-Louis de Assis,Croatia,2,Rep,4.0,Iskra Hrncic,13. Chaotic Magnetic Pendulum,3,Selective Fight 2| Room Room 5| Round 3
382,Pierre-Louis de Assis,Netherlands,2,Opp,6.0,Antoni Skoczypiec,13. Chaotic Magnetic Pendulum,3,Selective Fight 2| Room Room 5| Round 3
383,Pierre-Louis de Assis,Denmark,2,Mod,7.0,Joachim Hermansen,13. Chaotic Magnetic Pendulum,3,Selective Fight 2| Room Room 5| Round 3
384,Anastasiia Haieva,Poland,2,Rep,7.0,Michal Zdziennicki,11. Smashing Spheres,3,Selective Fight 2| Room Room 3| Round 3
385,Anastasiia Haieva,France,2,Opp,8.0,Benjamin Allouche,11. Smashing Spheres,3,Selective Fight 2| Room Room 3| Round 3
386,Anastasiia Haieva,Switzerland,2,Mod,8.0,Elias Rothlin,11. Smashing Spheres,3,Selective Fight 2| Room Room 3| Round 3
387,Frederik Durhuus,Poland,2,Rep,7.0,Michal Zdziennicki,11. Smashing Spheres,3,Selective Fight 2| Room Room 3| Round 3
388,Frederik Durhuus,France,2,Opp,6.0,Benjamin Allouche,11. Smashing Spheres,3,Selective Fight 2| Room Room 3| Round 3
389,Frederik Durhuus,Switzerland,2,Mod,8.0,Elias Rothlin,11. Smashing Spheres,3,Selective Fight 2| Room Room 3| Round 3
390,Jose Daniel Muñoz Castaño,Poland,2,Rep,8.0,Michal Zdziennicki,11. Smashing Spheres,3,Selective Fight 2| Room Room 3| Round 3
391,Jose Daniel Muñoz Castaño,France,2,Opp,6.0,Benjamin Allouche,11. Smashing Spheres,3,Selective Fight 2| Room Room 3| Round 3
392,Jose Daniel Muñoz Castaño,Switzerland,2,Mod,7.0,Elias Rothlin,11. Smashing Spheres,3,Selective Fight 2| Room Room 3| Round 3
393,Jose Ricardo Mejía Mora,Poland,2,Rep,9.0,Michal Zdziennicki,11. Smashing Spheres,3,Selective Fight 2| Room Room 3| Round 3
394,Jose Ricardo Mejía Mora,France,2,Opp,8.0,Benjamin Allouche,11. Smashing Spheres,3,Selective Fight 2| Room Room 3| Round 3
395,Jose Ricardo Mejía Mora,Switzerland,2,Mod,8.0,Elias Rothlin,11. Smashing Spheres,3,Selective Fight 2| Room Room 3| Round 3
396,Matheus A. S. Pessoa,Poland,2,Rep,6.0,Michal Zdziennicki,11. Smashing Spheres,3,Selective Fight 2| Room Room 3| Round 3
397,Matheus A. S. Pessoa,France,2,Opp,7.0,Benjamin Allouche,11. Smashing Spheres,3,Selective Fight 2| Room Room 3| Round 3
398,Matheus A. S. Pessoa,Switzerland,2,Mod,8.0,Elias Rothlin,11. Smashing Spheres,3,Selective Fight 2| Room Room 3| Round 3
399,David Collomb,UK,2,Rep,7.0,Boglarka Zsofia Somogyi,1. Physics of math,3,Selective Fight 2| Room Room 1| Round 3
400,David Collomb,Romania,2,Opp,5.0,Ioana Popa,1. Physics of math,3,Selective Fight 2| Room Room 1| Round 3
401,David Collomb,Slovenia,2,Mod,4.0,Rok Grgic Mesko,1. Physics of math,3,Selective Fight 2| Room Room 1| Round 3
402,Diego Gallego,UK,2,Rep,3.0,Boglarka Zsofia Somogyi,1. Physics of math,3,Selective Fight 2| Room Room 1| Round 3
403,Diego Gallego,Romania,2,Opp,6.0,Ioana Popa,1. Physics of math,3,Selective Fight 2| Room Room 1| Round 3
404,Diego Gallego,Slovenia,2,Mod,6.0,Rok Grgic Mesko,1. Physics of math,3,Selective Fight 2| Room Room 1| Round 3
405,Jean-Philippe Ansermet,UK,2,Rep,4.0,Boglarka Zsofia Somogyi,1. Physics of math,3,Selective Fight 2| Room Room 1| Round 3
406,Jean-Philippe Ansermet,Romania,2,Opp,5.0,Ioana Popa,1. Physics of math,3,Selective Fight 2| Room Room 1| Round 3
407,Jean-Philippe Ansermet,Slovenia,2,Mod,6.0,Rok Grgic Mesko,1. Physics of math,3,Selective Fight 2| Room Room 1| Round 3
408,Leandro Tessler,UK,2,Rep,4.0,Boglarka Zsofia Somogyi,1. Physics of math,3,Selective Fight 2| Room Room 1| Round 3
409,Leandro Tessler,Romania,2,Opp,5.0,Ioana Popa,1. Physics of math,3,Selective Fight 2| Room Room 1| Round 3
410,Leandro Tessler,Slovenia,2,Mod,5.0,Rok Grgic Mesko,1. Physics of math,3,Selective Fight 2| Room Room 1| Round 3
411,Suzanne Andersen,UK,2,Rep,6.0,Boglarka Zsofia Somogyi,1. Physics of math,3,Selective Fight 2| Room Room 1| Round 3
412,Suzanne Andersen,Romania,2,Opp,6.0,Ioana Popa,1. Physics of math,3,Selective Fight 2| Room Room 1| Round 3
413,Suzanne Andersen,Slovenia,2,Mod,6.0,Rok Grgic Mesko,1. Physics of math,3,Selective Fight 2| Room Room 1| Round 3
414,Yeinizon Rodriguez,UK,2,Rep,5.0,Boglarka Zsofia Somogyi,1. Physics of math,3,Selective Fight 2| Room Room 1| Round 3
415,Yeinizon Rodriguez,Romania,2,Opp,7.0,Ioana Popa,1. Physics of math,3,Selective Fight 2| Room Room 1| Round 3
416,Yeinizon Rodriguez,Slovenia,2,Mod,7.0,Rok Grgic Mesko,1. Physics of math,3,Selective Fight 2| Room Room 1| Round 3
417,Anastasiia Vasylchenkova,Ukraine,2,Rep,9.0,Anastasiia Romanchuk,13. Chaotic Magnetic Pendulum,3,Selective Fight 2| Room Room 2| Round 3
418,Anastasiia Vasylchenkova,Germany,2,Opp,8.0,Florian Hirsch,13. Chaotic Magnetic Pendulum,3,Selective Fight 2| Room Room 2| Round 3
419,Anastasiia Vasylchenkova,Brazil,2,Mod,8.0,Leonardo Falabella,13. Chaotic Magnetic Pendulum,3,Selective Fight 2| Room Room 2| Round 3
420,José Fernando Rodríguez Ruiz,Ukraine,2,Rep,9.0,Anastasiia Romanchuk,13. Chaotic Magnetic Pendulum,3,Selective Fight 2| Room Room 2| Round 3
421,José Fernando Rodríguez Ruiz,Germany,2,Opp,7.0,Florian Hirsch,13. Chaotic Magnetic Pendulum,3,Selective Fight 2| Room Room 2| Round 3
422,José Fernando Rodríguez Ruiz,Brazil,2,Mod,7.0,Leonardo Falabella,13. Chaotic Magnetic Pendulum,3,Selective Fight 2| Room Room 2| Round 3
423,Karen Milena Fonseca Romero,Ukraine,2,Rep,9.0,Anastasiia Romanchuk,13. Chaotic Magnetic Pendulum,3,Selective Fight 2| Room Room 2| Round 3
424,Karen Milena Fonseca Romero,Germany,2,Opp,8.0,Florian Hirsch,13. Chaotic Magnetic Pendulum,3,Selective Fight 2| Room Room 2| Round 3
425,Karen Milena Fonseca Romero,Brazil,2,Mod,8.0,Leonardo Falabella,13. Chaotic Magnetic Pendulum,3,Selective Fight 2| Room Room 2| Round 3
426,Nikola Poljak,Ukraine,2,Rep,9.0,Anastasiia Romanchuk,13. Chaotic Magnetic Pendulum,3,Selective Fight 2| Room Room 2| Round 3
427,Nikola Poljak,Germany,2,Opp,8.0,Florian Hirsch,13. Chaotic Magnetic Pendulum,3,Selective Fight 2| Room Room 2| Round 3
428,Nikola Poljak,Brazil,2,Mod,7.0,Leonardo Falabella,13. Chaotic Magnetic Pendulum,3,Selective Fight 2| Room Room 2| Round 3
429,Urban Mur,Ukraine,2,Rep,9.0,Anastasiia Romanchuk,13. Chaotic Magnetic Pendulum,3,Selective Fight 2| Room Room 2| Round 3
430,Urban Mur,Germany,2,Opp,9.0,Florian Hirsch,13. Chaotic Magnetic Pendulum,3,Selective Fight 2| Room Room 2| Round 3
431,Urban Mur,Brazil,2,Mod,7.0,Leonardo Falabella,13. Chaotic Magnetic Pendulum,3,Selective Fight 2| Room Room 2| Round 3
432,John William Sandino del Busto,Italy,2,Rep,5.0,Alessandro Palermo,16. The Midnight Special,1,Selective Fight 2| Room Room 4| Round 1
433,John William Sandino del Busto,Colombia,2,Opp,6.0,Brayan Barajas,16. The Midnight Special,1,Selective Fight 2| Room Room 4| Round 1
434,John William Sandino del Busto,Sweden,2,Mod,6.0,Luca Terenzi,16. The Midnight Special,1,Selective Fight 2| Room Room 4| Round 1
435,Krzysztof Turzynski,Italy,2,Rep,3.0,Alessandro Palermo,16. The Midnight Special,1,Selective Fight 2| Room Room 4| Round 1
436,Krzysztof Turzynski,Colombia,2,Opp,4.0,Brayan Barajas,16. The Midnight Special,1,Selective Fight 2| Room Room 4| Round 1
437,Krzysztof Turzynski,Sweden,2,Mod,0.0,Luca Terenzi,16. The Midnight Special,1,Selective Fight 2| Room Room 4| Round 1
438,Kseniia Minakova,Italy,2,Rep,6.0,Alessandro Palermo,16. The Midnight Special,1,Selective Fight 2| Room Room 4| Round 1
439,Kseniia Minakova,Colombia,2,Opp,6.0,Brayan Barajas,16. The Midnight Special,1,Selective Fight 2| Room Room 4| Round 1
440,Kseniia Minakova,Sweden,2,Mod,7.0,Luca Terenzi,16. The Midnight Special,1,Selective Fight 2| Room Room 4| Round 1
441,Mircea Noru Parpalea,Italy,2,Rep,8.0,Alessandro Palermo,16. The Midnight Special,1,Selective Fight 2| Room Room 4| Round 1
442,Mircea Noru Parpalea,Colombia,2,Opp,7.0,Brayan Barajas,16. The Midnight Special,1,Selective Fight 2| Room Room 4| Round 1
443,Mircea Noru Parpalea,Sweden,2,Mod,8.0,Luca Terenzi,16. The Midnight Special,1,Selective Fight 2| Room Room 4| Round 1
444,Peter Vesborg,Italy,2,Rep,6.0,Alessandro Palermo,16. The Midnight Special,1,Selective Fight 2| Room Room 4| Round 1
445,Peter Vesborg,Colombia,2,Opp,6.0,Brayan Barajas,16. The Midnight Special,1,Selective Fight 2| Room Room 4| Round 1
446,Peter Vesborg,Sweden,2,Mod,7.0,Luca Terenzi,16. The Midnight Special,1,Selective Fight 2| Room Room 4| Round 1
447,John William Sandino del Busto,Colombia,2,Rep,5.0,Juan Andres Guarin Rojas,6. Flat Earth,2,Selective Fight 2| Room Room 4| Round 2
448,John William Sandino del Busto,Sweden,2,Opp,5.0,Julia Mathe,6. Flat Earth,2,Selective Fight 2| Room Room 4| Round 2
449,John William Sandino del Busto,Italy,2,Mod,6.0,Sophie Cavallini,6. Flat Earth,2,Selective Fight 2| Room Room 4| Round 2
450,Krzysztof Turzynski,Colombia,2,Rep,4.0,Juan Andres Guarin Rojas,6. Flat Earth,2,Selective Fight 2| Room Room 4| Round 2
451,Krzysztof Turzynski,Sweden,2,Opp,6.0,Julia Mathe,6. Flat Earth,2,Selective Fight 2| Room Room 4| Round 2
452,Krzysztof Turzynski,Italy,2,Mod,4.0,Sophie Cavallini,6. Flat Earth,2,Selective Fight 2| Room Room 4| Round 2
453,Kseniia Minakova,Colombia,2,Rep,5.0,Juan Andres Guarin Rojas,6. Flat Earth,2,Selective Fight 2| Room Room 4| Round 2
454,Kseniia Minakova,Sweden,2,Opp,6.0,Julia Mathe,6. Flat Earth,2,Selective Fight 2| Room Room 4| Round 2
455,Kseniia Minakova,Italy,2,Mod,6.0,Sophie Cavallini,6. Flat Earth,2,Selective Fight 2| Room Room 4| Round 2
456,Mircea Noru Parpalea,Colombia,2,Rep,5.0,Juan Andres Guarin Rojas,6. Flat Earth,2,Selective Fight 2| Room Room 4| Round 2
457,Mircea Noru Parpalea,Sweden,2,Opp,7.0,Julia Mathe,6. Flat Earth,2,Selective Fight 2| Room Room 4| Round 2
458,Mircea Noru Parpalea,Italy,2,Mod,5.0,Sophie Cavallini,6. Flat Earth,2,Selective Fight 2| Room Room 4| Round 2
459,Peter Vesborg,Colombia,2,Rep,4.0,Juan Andres Guarin Rojas,6. Flat Earth,2,Selective Fight 2| Room Room 4| Round 2
460,Peter Vesborg,Sweden,2,Opp,5.0,Julia Mathe,6. Flat Earth,2,Selective Fight 2| Room Room 4| Round 2
461,Peter Vesborg,Italy,2,Mod,5.0,Sophie Cavallini,6. Flat Earth,2,Selective Fight 2| Room Room 4| Round 2
462,John William Sandino del Busto,Sweden,2,Rep,4.0,Daniele Lopriore,9. Electrostatic lighter,3,Selective Fight 2| Room Room 4| Round 3
463,John William Sandino del Busto,Italy,2,Opp,7.0,Sofia Cano Castro,9. Electrostatic lighter,3,Selective Fight 2| Room Room 4| Round 3
464,John William Sandino del Busto,Colombia,2,Mod,6.0,Brayan Barajas,9. Electrostatic lighter,3,Selective Fight 2| Room Room 4| Round 3
465,Krzysztof Turzynski,Sweden,2,Rep,3.0,Daniele Lopriore,9. Electrostatic lighter,3,Selective Fight 2| Room Room 4| Round 3
466,Krzysztof Turzynski,Italy,2,Opp,3.0,Sofia Cano Castro,9. Electrostatic lighter,3,Selective Fight 2| Room Room 4| Round 3
467,Krzysztof Turzynski,Colombia,2,Mod,8.0,Brayan Barajas,9. Electrostatic lighter,3,Selective Fight 2| Room Room 4| Round 3
468,Kseniia Minakova,Sweden,2,Rep,8.0,Daniele Lopriore,9. Electrostatic lighter,3,Selective Fight 2| Room Room 4| Round 3
469,Kseniia Minakova,Italy,2,Opp,7.0,Sofia Cano Castro,9. Electrostatic lighter,3,Selective Fight 2| Room Room 4| Round 3
470,Kseniia Minakova,Colombia,2,Mod,8.0,Brayan Barajas,9. Electrostatic lighter,3,Selective Fight 2| Room Room 4| Round 3
471,Mircea Noru Parpalea,Sweden,2,Rep,5.0,Daniele Lopriore,9. Electrostatic lighter,3,Selective Fight 2| Room Room 4| Round 3
472,Mircea Noru Parpalea,Italy,2,Opp,7.0,Sofia Cano Castro,9. Electrostatic lighter,3,Selective Fight 2| Room Room 4| Round 3
473,Mircea Noru Parpalea,Colombia,2,Mod,7.0,Brayan Barajas,9. Electrostatic lighter,3,Selective Fight 2| Room Room 4| Round 3
474,Peter Vesborg,Sweden,2,Rep,3.0,Daniele Lopriore,9. Electrostatic lighter,3,Selective Fight 2| Room Room 4| Round 3
475,Peter Vesborg,Italy,2,Opp,4.0,Sofia Cano Castro,9. Electrostatic lighter,3,Selective Fight 2| Room Room 4| Round 3
476,Peter Vesborg,Colombia,2,Mod,5.0,Brayan Barajas,9. Electrostatic lighter,3,Selective Fight 2| Room Room 4| Round 3
477,Charlie Pretot,Romania,3,Rep,4.0,Ioana Popa,13. Chaotic Magnetic Pendulum,1,Selective Fight 3| Room Room 2| Round 1
478,Charlie Pretot,Switzerland,3,Opp,6.0,Elias Rothlin,13. Chaotic Magnetic Pendulum,1,Selective Fight 3| Room Room 2| Round 1
479,Charlie Pretot,Ukraine,3,Mod,6.0,Daryna Sych,13. Chaotic Magnetic Pendulum,1,Selective Fight 3| Room Room 2| Round 1
480,Jose Ricardo Mejía Mora,Romania,3,Rep,5.0,Ioana Popa,13. Chaotic Magnetic Pendulum,1,Selective Fight 3| Room Room 2| Round 1
481,Jose Ricardo Mejía Mora,Switzerland,3,Opp,9.0,Elias Rothlin,13. Chaotic Magnetic Pendulum,1,Selective Fight 3| Room Room 2| Round 1
482,Jose Ricardo Mejía Mora,Ukraine,3,Mod,9.0,Daryna Sych,13. Chaotic Magnetic Pendulum,1,Selective Fight 3| Room Room 2| Round 1
483,José Fernando Rodríguez Ruiz,Romania,3,Rep,6.0,Ioana Popa,13. Chaotic Magnetic Pendulum,1,Selective Fight 3| Room Room 2| Round 1
484,José Fernando Rodríguez Ruiz,Switzerland,3,Opp,7.0,Elias Rothlin,13. Chaotic Magnetic Pendulum,1,Selective Fight 3| Room Room 2| Round 1
485,José Fernando Rodríguez Ruiz,Ukraine,3,Mod,7.0,Daryna Sych,13. Chaotic Magnetic Pendulum,1,Selective Fight 3| Room Room 2| Round 1
486,Krzysztof Turzynski,Romania,3,Rep,6.0,Ioana Popa,13. Chaotic Magnetic Pendulum,1,Selective Fight 3| Room Room 2| Round 1
487,Krzysztof Turzynski,Switzerland,3,Opp,5.0,Elias Rothlin,13. Chaotic Magnetic Pendulum,1,Selective Fight 3| Room Room 2| Round 1
488,Krzysztof Turzynski,Ukraine,3,Mod,4.0,Daryna Sych,13. Chaotic Magnetic Pendulum,1,Selective Fight 3| Room Room 2| Round 1
489,Oscar Mauricio Pimentel Díaz,Romania,3,Rep,9.0,Ioana Popa,13. Chaotic Magnetic Pendulum,1,Selective Fight 3| Room Room 2| Round 1
490,Oscar Mauricio Pimentel Díaz,Switzerland,3,Opp,7.0,Elias Rothlin,13. Chaotic Magnetic Pendulum,1,Selective Fight 3| Room Room 2| Round 1
491,Oscar Mauricio Pimentel Díaz,Ukraine,3,Mod,7.0,Daryna Sych,13. Chaotic Magnetic Pendulum,1,Selective Fight 3| Room Room 2| Round 1
492,Pierre-Louis de Assis,Romania,3,Rep,5.0,Ioana Popa,13. Chaotic Magnetic Pendulum,1,Selective Fight 3| Room Room 2| Round 1
493,Pierre-Louis de Assis,Switzerland,3,Opp,6.0,Elias Rothlin,13. Chaotic Magnetic Pendulum,1,Selective Fight 3| Room Room 2| Round 1
494,Pierre-Louis de Assis,Ukraine,3,Mod,6.0,Daryna Sych,13. Chaotic Magnetic Pendulum,1,Selective Fight 3| Room Room 2| Round 1
495,Charlie Pretot,Switzerland,3,Rep,7.0,Elias Rothlin,2. Airbounce,2,Selective Fight 3| Room Room 2| Round 2
496,Charlie Pretot,Ukraine,3,Opp,5.0,Anastasiia Romanchuk,2. Airbounce,2,Selective Fight 3| Room Room 2| Round 2
497,Charlie Pretot,Romania,3,Mod,8.0,Bucur-Andrei Borcoman,2. Airbounce,2,Selective Fight 3| Room Room 2| Round 2
498,Jose Ricardo Mejía Mora,Switzerland,3,Rep,7.0,Elias Rothlin,2. Airbounce,2,Selective Fight 3| Room Room 2| Round 2
499,Jose Ricardo Mejía Mora,Ukraine,3,Opp,7.0,Anastasiia Romanchuk,2. Airbounce,2,Selective Fight 3| Room Room 2| Round 2
500,Jose Ricardo Mejía Mora,Romania,3,Mod,8.0,Bucur-Andrei Borcoman,2. Airbounce,2,Selective Fight 3| Room Room 2| Round 2
501,José Fernando Rodríguez Ruiz,Switzerland,3,Rep,6.0,Elias Rothlin,2. Airbounce,2,Selective Fight 3| Room Room 2| Round 2
502,José Fernando Rodríguez Ruiz,Ukraine,3,Opp,7.0,Anastasiia Romanchuk,2. Airbounce,2,Selective Fight 3| Room Room 2| Round 2
503,José Fernando Rodríguez Ruiz,Romania,3,Mod,8.0,Bucur-Andrei Borcoman,2. Airbounce,2,Selective Fight 3| Room Room 2| Round 2
504,Krzysztof Turzynski,Switzerland,3,Rep,4.0,Elias Rothlin,2. Airbounce,2,Selective Fight 3| Room Room 2| Round 2
505,Krzysztof Turzynski,Ukraine,3,Opp,4.0,Anastasiia Romanchuk,2. Airbounce,2,Selective Fight 3| Room Room 2| Round 2
506,Krzysztof Turzynski,Romania,3,Mod,9.0,Bucur-Andrei Borcoman,2. Airbounce,2,Selective Fight 3| Room Room 2| Round 2
507,Oscar Mauricio Pimentel Díaz,Switzerland,3,Rep,7.0,Elias Rothlin,2. Airbounce,2,Selective Fight 3| Room Room 2| Round 2
508,Oscar Mauricio Pimentel Díaz,Ukraine,3,Opp,6.0,Anastasiia Romanchuk,2. Airbounce,2,Selective Fight 3| Room Room 2| Round 2
509,Oscar Mauricio Pimentel Díaz,Romania,3,Mod,6.0,Bucur-Andrei Borcoman,2. Airbounce,2,Selective Fight 3| Room Room 2| Round 2
510,Pierre-Louis de Assis,Switzerland,3,Rep,4.0,Elias Rothlin,2. Airbounce,2,Selective Fight 3| Room Room 2| Round 2
511,Pierre-Louis de Assis,Ukraine,3,Opp,4.0,Anastasiia Romanchuk,2. Airbounce,2,Selective Fight 3| Room Room 2| Round 2
512,Pierre-Louis de Assis,Romania,3,Mod,4.0,Bucur-Andrei Borcoman,2. Airbounce,2,Selective Fight 3| Room Room 2| Round 2
513,Charlie Pretot,Ukraine,3,Rep,8.0,Daryna Sych,16. The Midnight Special,3,Selective Fight 3| Room Room 2| Round 3
514,Charlie Pretot,Romania,3,Opp,6.0,Teodor Neagoe,16. The Midnight Special,3,Selective Fight 3| Room Room 2| Round 3
515,Charlie Pretot,Switzerland,3,Mod,8.0,Jan Jakub Frybes,16. The Midnight Special,3,Selective Fight 3| Room Room 2| Round 3
516,Jose Ricardo Mejía Mora,Ukraine,3,Rep,9.0,Daryna Sych,16. The Midnight Special,3,Selective Fight 3| Room Room 2| Round 3
517,Jose Ricardo Mejía Mora,Romania,3,Opp,8.0,Teodor Neagoe,16. The Midnight Special,3,Selective Fight 3| Room Room 2| Round 3
518,Jose Ricardo Mejía Mora,Switzerland,3,Mod,9.0,Jan Jakub Frybes,16. The Midnight Special,3,Selective Fight 3| Room Room 2| Round 3
519,José Fernando Rodríguez Ruiz,Ukraine,3,Rep,6.0,Daryna Sych,16. The Midnight Special,3,Selective Fight 3| Room Room 2| Round 3
520,José Fernando Rodríguez Ruiz,Romania,3,Opp,6.0,Teodor Neagoe,16. The Midnight Special,3,Selective Fight 3| Room Room 2| Round 3
521,José Fernando Rodríguez Ruiz,Switzerland,3,Mod,6.0,Jan Jakub Frybes,16. The Midnight Special,3,Selective Fight 3| Room Room 2| Round 3
522,Krzysztof Turzynski,Ukraine,3,Rep,8.0,Daryna Sych,16. The Midnight Special,3,Selective Fight 3| Room Room 2| Round 3
523,Krzysztof Turzynski,Romania,3,Opp,3.0,Teodor Neagoe,16. The Midnight Special,3,Selective Fight 3| Room Room 2| Round 3
524,Krzysztof Turzynski,Switzerland,3,Mod,10.0,Jan Jakub Frybes,16. The Midnight Special,3,Selective Fight 3| Room Room 2| Round 3
525,Oscar Mauricio Pimentel Díaz,Ukraine,3,Rep,5.0,Daryna Sych,16. The Midnight Special,3,Selective Fight 3| Room Room 2| Round 3
526,Oscar Mauricio Pimentel Díaz,Romania,3,Opp,7.0,Teodor Neagoe,16. The Midnight Special,3,Selective Fight 3| Room Room 2| Round 3
527,Oscar Mauricio Pimentel Díaz,Switzerland,3,Mod,7.0,Jan Jakub Frybes,16. The Midnight Special,3,Selective Fight 3| Room Room 2| Round 3
528,Pierre-Louis de Assis,Ukraine,3,Rep,6.0,Daryna Sych,16. The Midnight Special,3,Selective Fight 3| Room Room 2| Round 3
529,Pierre-Louis de Assis,Romania,3,Opp,4.0,Teodor Neagoe,16. The Midnight Special,3,Selective Fight 3| Room Room 2| Round 3
530,Pierre-Louis de Assis,Switzerland,3,Mod,7.0,Jan Jakub Frybes,16. The Midnight Special,3,Selective Fight 3| Room Room 2| Round 3
531,Anastasiia Haieva,Slovenia,3,Rep,3.0,Maks Repse,17. Resistor thermodynamics,1,Selective Fight 3| Room Room 1| Round 1
532,Anastasiia Haieva,Italy,3,Opp,4.0,Sophie Cavallini,17. Resistor thermodynamics,1,Selective Fight 3| Room Room 1| Round 1
533,Anastasiia Haieva,Brazil,3,Mod,7.0,Alvaro Ribas,17. Resistor thermodynamics,1,Selective Fight 3| Room Room 1| Round 1
534,Andrés Camilo Garcia Castro,Slovenia,3,Rep,5.0,Maks Repse,17. Resistor thermodynamics,1,Selective Fight 3| Room Room 1| Round 1
535,Andrés Camilo Garcia Castro,Italy,3,Opp,7.0,Sophie Cavallini,17. Resistor thermodynamics,1,Selective Fight 3| Room Room 1| Round 1
536,Andrés Camilo Garcia Castro,Brazil,3,Mod,7.0,Alvaro Ribas,17. Resistor thermodynamics,1,Selective Fight 3| Room Room 1| Round 1
537,Evgenii Glushkov,Slovenia,3,Rep,5.0,Maks Repse,17. Resistor thermodynamics,1,Selective Fight 3| Room Room 1| Round 1
538,Evgenii Glushkov,Italy,3,Opp,8.0,Sophie Cavallini,17. Resistor thermodynamics,1,Selective Fight 3| Room Room 1| Round 1
539,Evgenii Glushkov,Brazil,3,Mod,8.0,Alvaro Ribas,17. Resistor thermodynamics,1,Selective Fight 3| Room Room 1| Round 1
540,Frederik Durhuus,Slovenia,3,Rep,4.0,Maks Repse,17. Resistor thermodynamics,1,Selective Fight 3| Room Room 1| Round 1
541,Frederik Durhuus,Italy,3,Opp,7.0,Sophie Cavallini,17. Resistor thermodynamics,1,Selective Fight 3| Room Room 1| Round 1
542,Frederik Durhuus,Brazil,3,Mod,7.0,Alvaro Ribas,17. Resistor thermodynamics,1,Selective Fight 3| Room Room 1| Round 1
543,Pawel Szczypkowski,Slovenia,3,Rep,4.0,Maks Repse,17. Resistor thermodynamics,1,Selective Fight 3| Room Room 1| Round 1
544,Pawel Szczypkowski,Italy,3,Opp,6.0,Sophie Cavallini,17. Resistor thermodynamics,1,Selective Fight 3| Room Room 1| Round 1
545,Pawel Szczypkowski,Brazil,3,Mod,7.0,Alvaro Ribas,17. Resistor thermodynamics,1,Selective Fight 3| Room Room 1| Round 1
546,Federico Serrano,Sweden,3,Rep,7.0,Luca Terenzi,5. Sparkler,1,Selective Fight 3| Room Room 5| Round 1
547,Federico Serrano,Germany,3,Opp,9.0,Justus Hess,5. Sparkler,1,Selective Fight 3| Room Room 5| Round 1
548,Federico Serrano,Croatia,3,Mod,9.0,Maja Milas,5. Sparkler,1,Selective Fight 3| Room Room 5| Round 1
549,John William Sandino del Busto,Sweden,3,Rep,5.0,Luca Terenzi,5. Sparkler,1,Selective Fight 3| Room Room 5| Round 1
550,John William Sandino del Busto,Germany,3,Opp,7.0,Justus Hess,5. Sparkler,1,Selective Fight 3| Room Room 5| Round 1
551,John William Sandino del Busto,Croatia,3,Mod,7.0,Maja Milas,5. Sparkler,1,Selective Fight 3| Room Room 5| Round 1
552,Jose Daniel Muñoz Castaño,Sweden,3,Rep,6.0,Luca Terenzi,5. Sparkler,1,Selective Fight 3| Room Room 5| Round 1
553,Jose Daniel Muñoz Castaño,Germany,3,Opp,8.0,Justus Hess,5. Sparkler,1,Selective Fight 3| Room Room 5| Round 1
554,Jose Daniel Muñoz Castaño,Croatia,3,Mod,8.0,Maja Milas,5. Sparkler,1,Selective Fight 3| Room Room 5| Round 1
555,Matheus A. S. Pessoa,Sweden,3,Rep,7.0,Luca Terenzi,5. Sparkler,1,Selective Fight 3| Room Room 5| Round 1
556,Matheus A. S. Pessoa,Germany,3,Opp,8.0,Justus Hess,5. Sparkler,1,Selective Fight 3| Room Room 5| Round 1
557,Matheus A. S. Pessoa,Croatia,3,Mod,9.0,Maja Milas,5. Sparkler,1,Selective Fight 3| Room Room 5| Round 1
558,Suzanne Andersen,Sweden,3,Rep,8.0,Luca Terenzi,5. Sparkler,1,Selective Fight 3| Room Room 5| Round 1
559,Suzanne Andersen,Germany,3,Opp,8.0,Justus Hess,5. Sparkler,1,Selective Fight 3| Room Room 5| Round 1
560,Suzanne Andersen,Croatia,3,Mod,7.0,Maja Milas,5. Sparkler,1,Selective Fight 3| Room Room 5| Round 1
561,Yeinizon Rodriguez,Sweden,3,Rep,8.0,Luca Terenzi,5. Sparkler,1,Selective Fight 3| Room Room 5| Round 1
562,Yeinizon Rodriguez,Germany,3,Opp,8.0,Justus Hess,5. Sparkler,1,Selective Fight 3| Room Room 5| Round 1
